,,actual,prediction,teks
4636,,-1,0,pilkada dki tiada
4637,,1,-1,edisi cinta tuips fef be when my heart is missing know just what to do be
4638,,1,0,hujan milik sang purnama tarik air energi kuat padhang jembar hasil didik kawah candradimuka
4639,,0,-1,hal berlaku
4640,,-1,0,dalil mana jangan menfatwa hawa nafsu
4641,,0,1,sana bukan berantas koruptor
4642,,0,1,asyik
4643,,-1,0,apa s rang ulama boleh sikap ujub takabur rasa milik akhlak plg mulia plg bersih shg boleh jelek terus bapak
4644,,0,-1,ngapain tu mau kondangan ya bawak bawak bungkus segala
4645,,-1,0,mereka harus baca paham bukan erti kalimat penggal sementara ignore
4646,,0,1,punya moto makin yakin kepada tuhan makin nyaman mantap hidup bila sebar berita hoax soal banji
4647,,-1,0,kerasan verbal apa ya balai kota malah byk datang empok asal ngomongn
4648,,-1,0,jawabnnya kenapa harus non aktif giat potensi dulang suara walaupun bukan kampa
4649,,-1,0,apa saat buah masyarakat tuntut adil kita semua tahu akar masalah
4650,,1,0,kawan ahokdjarot jaga tps kalian masing awas sgl potensi curang demi jakarta maju
4651,,0,1,bg fahri dukung tidak ne jarot semangat berantas korupsi dki
4652,,0,1,ahokdjarot terima adu warga balai kota belum berangkat sidang
4653,,0,-1,tau nista agama benar
4654,,-1,0,kenapa akun masih aktif apa panwaslu pihak
4655,,1,0,yaampun abang josh minoritas dah biasa dimusuhin sm mayoritas dulu
4656,,-1,0,banyak nonton korea
4657,,-1,0,jhonny tidak plate politis panasdem sgt ber api mndukung taihok ktika wawancara kabar petang tolak angket
4658,,1,-1,hanya engkau ahokdjarot orang tokoh anti korupsi senjata al maidah pakai bunuh
4659,,0,1,agussylvi
4660,,1,-1,orang getol cari arti auliya qs almaidah mereka henti cari ketika gubernur salam sapi
4661,,-1,0,partai getol all out jatuh next
4662,,0,1,bapak mau lihat rusunawa masih kosong mana ya bapak utama daerah jakarta timur thanks
4663,,-1,0,ahokdjarot bukan malaikat salah masuk pju dki untung merek t
4664,,-1,0,akun masih aktif iya pasti aktif hny mampu curang kapan
4665,,-1,0,sendiri teko baik apa busuk keluar suuzon terus
4666,,0,-1,iya ya akun sudah tidak aktif akun emang tidak aktif sejak lama akun
4667,,1,-1,bapak saya paksa golput padahal bakal nyoblos pertama tidak plg masih kuliah dijogja
4668,,1,0,sayang jt dukung
4669,,0,1,salah bapak buni yani apa sangat tarik
4670,,0,-1,sana kamu tau bagaimana sikap hadap semua makhluk hidup
4671,,0,-1,tuju kapan kita demo dpr
4672,,-1,1,ingat tidak haram pilih
4673,,1,-1,baginda ahokdjarot orang jujur omong apa suai nyata baginda harus banyak ajar
4674,,0,1,tuju
4675,,0,1,maaf bapak bukan pilih kita jk golput solusi bagaimana umat muslim seluruh dunia
4676,,0,1,terus
4677,,0,-1,cari lawan ni orang
4678,,1,0,saya dua special chocolate for
4679,,-1,0,jangan bawa nama islam bro kita islam sedang adu oleh penting politik saat
4680,,-1,0,ketika xjodo bicara atas keboongan
4681,,1,0,iya abang banyak penasaran lihat hari pertama bapak balik kerja setelah cuti mungkin
4682,,-1,0,biang sibuk polda ambil cuti umrah first class
4683,,1,-1,islami sekal laknat lil alamin
4684,,0,1,umr jkrt suami bbrp karyawan lain cuma dpt kl cuti potong terima tolong bapak adil
4685,,1,0,siapin kopi biskuit siap buat baca buku thank s ya
4686,,-1,0,masyaallah manusia mana letak sisi baik smkn dia reak adil konstitusi smkn je
4687,,0,1,jangan sampai rakyat mur mereka adalah sambung lidah rakyat
4688,,-1,0,iya lbh cepat non aktif lbh baik bg presiden drpd bhn olok bela teman jngn lnggr
4689,,1,0,kadang kita malu warga baik negara dunia luar tau kasus murni politik topeng agama ulama
4690,,-1,1,hebat amat ya bapak ahog tiap kritik lurus selalu salah
4691,,1,-1,syukur kalian ahokdjarot mungkin tanpa orang seperti ahokdjarot kalian tidak nyari panggung tenar
4692,,0,1,warga dki atas nama oey kian nio sgt idola bapak saat dia baring sakit kanker rs royal taruma kondisi sudah
4693,,1,0,ida adinda mirip bapak saya
4694,,-1,0,sekarang gerindra sekutu mau jegal lewat angket kulino sing apik ora kulino tindak olo culas
4695,,-1,0,sebab dia jth popularitas sekarang usaha naik lwt kasus bapak
4696,,1,0,kalah tolong gubernur sumut
4697,,-1,1,nyuruh orang nyinyir terus pasti bukan bapak pasti orang benci banget
4698,,0,-1,hitler bilang bini dulu pernah meni ama sby
4699,,0,-1,hitler bilang istri n sby dulu hubung
4700,,0,1,hitler pol bagaimana kabar papa baik baik baik
4701,,-1,1,lo sekarang gubernur dki jamin tidak waktu th kya kp pulo bebas banjir
4702,,-1,0,bapak bullying bapak
4703,,0,-1,kamu maka tidak minta mahal kawin mereka incar kursi presiden jika kamu menang ngapain minta jatah pns partai so
4704,,0,-1,ancam angket salah besar harus kamu dulu lewat independent kamu disusahin kamu malah dpt support partai tidak butuh
4705,,0,-1,saya tidak marah ya biasa kuping panas dada anget sumpah saya adeadem
4706,,1,0,bagai rakyat awam kita hanya butuh adil trio raksasa indonesia
4707,,0,-1,sby bagaimana kabar adinda n devi ya ma
4708,,1,0,akhir resmi pilih tidak febuari nanti
4709,,0,-1,sby mama
4710,,0,1,ketemu tulis hebat
4711,,-1,0,bapak bapak apa benar mereka mau kejar hingga nek nonaktif bapak
4712,,-1,0,kembali tuhan wahai ahoker
4713,,-1,0,lempar tongkol
4714,,-1,0,buat boleh gitu bib kamu menang sendiri jande firza apa kabar bib
4715,,0,-1,gugat layang kemendagri belum henti bagai gubernur dki jakarta
4716,,0,-1,sodorin pisang
4717,,0,-1,mungkin halal ya
4718,,0,1,bapak kapan ya trotoar jakarta islamice centre bebas pkl
4719,,-1,0,habib rizieq berat video ceramah putar sidik tidak tidur
4720,,0,1,bapak jalan perintah qs al maidah ibadah sudah undang jamin bebas ibadah lebih baik diam bapak damai
4721,,0,1,sekarang soal bapak presiden apa benar dakwa kembali jabat bagai gubernur dki jakarta
4722,,0,-1,mau nyoblos takut autokafir euy
4723,,-1,0,perppu jebak betmen
4724,,0,-1,waduh mmg beruk ntu apa
4725,,-1,0,program aniessandi memang hebat tidak masuk akal apa beli rumah tanpa dp cicil lama tahun
4726,,-1,0,krisis sakit hati tahun
4727,,1,0,benar bhw bangsa mayoritas muslim sedang ajar makna integritas double minoritas
4728,,0,1,saya tidak benci saya hanya ikut agama
4729,,1,-1,maaf jangan lupa ya emang jokowi ahokdjarot hebat
4730,,1,-1,brarti kamu sehat jaani n rohani om lanjut
4731,,-1,1,rakyat dukung angket berhentikn sbg gubernur status dakwa
4732,,-1,1,rakyat mana rakyat damai bangasa tanpa fpi damai bro
4733,,-1,0,wajar menteri laku begitu dia harus jaga tetap aman walopun tindak salah
4734,,-1,0,tolong masuk saran siapa kira kambing hitam
4735,,-1,0,opini bangun kelompok politik ahokdjarot bebas adlh upaya jebak politik demi penting kelompok tentu sj
4736,,-1,0,prof giring kasus bapak agar buat perppu ide malu
4737,,-1,1,sebut cinta mati harus gubernur buat perppu makin ngawur prof
4738,,1,0,kerja banjir relokasi warga rusun tata sungai n waduk macet transportasi bus
4739,,0,1,bapak ahokdjarot harap waspada serang manipulasi it kpud bawah waspada bapak ahokdjarot
4740,,0,1,abang asep iriawan top
4741,,1,0,sekarang layan kesehtan maksimal
4742,,-1,0,seluruh dapat ahli hukum sudah jelas bhwa harus henti hanya anda tidak paham abang per
4743,,0,1,cocok buat ahokdjarot
4744,,0,1,cocok buat ahokdjarot
4745,,1,0,coba ni buat jelang coblos jabodetabek guyur hujan hari banjir sm kaya th kelar sudah
4746,,1,-1,dulunya kali grogol kaya gitu hmm isa lihat sekarang tidak sampah situ
4747,,-1,0,kemarin saat belum jabat gubernur jkt tidak banjir kenapa sekarang
4748,,1,0,cuma jakarta jembatan kaya gin program bapak
4749,,0,-1,ya sudah hayuk mau mana
4750,,-1,0,fraksi dukung fraksi usul angket pemberhentian bagai gubernur dki
4751,,1,-1,bapak sabar ya memang susah bapak duduk tendang diri senggol tidur injak tabiat buruk manusia seperti bapak
4752,,0,-1,cocok penilih ahokdjarot
4753,,1,-1,sby pernah bebas bandar narkoba bebas tidak brsal
4754,,1,0,dkt rumah saya bs saksi hidup semua ubah
4755,,1,0,gunung sahari sudah tidak banjir kerja benar
4756,,-1,0,masa tenang hujan deras malah kampanye ahokdjarot ahokdjarot ayo bawaslu semprit
4757,,-1,0,boleh omong jujur antara tuan kaya saling jaga aman ya rahasia balik rahasia
4758,,0,-1,okey fix
4759,,1,-1,lewat gunung sahari dulu banyak banget sampah sekarang kinclong banget
4760,,1,0,dulu kecam ibu tiri lebih kecam ibukota jam ahokdjarot kecam ibu tiri lebih ramah elok ibukota
4761,,1,0,anak tinggal rusun nilai scr objektif mrk rasa lgsg kinerja
4762,,0,-1,fix ooyy seberang bangunnn
4763,,1,0,sekarang para nelayan sudah tidak susah buat nyari bhan bakar smnjak spbu rapung bapak
4764,,-1,1,ya memang harus saya tidak tuju ahokdjarot gubernur
4765,,-1,1,tidak habis energi mereka ambisi jatuh smpai lupa rakyat indonesia lain butuh hati sejahtera
4766,,-1,0,njeeeebb nak buanget ulama palsu tepat sasar mbahbima mantap
4767,,1,-1,babak baru soal ahokdjarot sang dakwa tidak tahan kini kembali jabat gubernur dki stelah masa cuti slmt bapak
4768,,0,1,muslim pilih pemimpin muslim peri ilahi
4769,,-1,1,jujur saya rasa byk sekal pintar geblek gara pilkada dki sedih bangettt
4770,,-1,0,orang sombgn pasti dpt tegur firaun sj tenggelam laut merah catat
4771,,-1,0,mau sionta minum bir mkn bule
4772,,1,0,turut liput jati negara banjir bapak mungkin efek bp cuti ya
4773,,0,1,seperti negara hanya punya satu urus
4774,,-1,0,tinggal pergi cuti bulan banyak urus pake pungli pungli semua kembali pungli
4775,,-1,1,prof hebat bukan satu lidi tidak bs buat byk ktka kumpul bsa halau ular
4776,,-1,1,bapak mau curhat balai kota pasti terima bapak senang hati
4777,,-1,0,partai gurem seperti pks pasti apalagi setya novanto keluar masuk istana dukun
4778,,-1,0,ngutilnya belum puas atau belum selesai mungkin
4779,,1,0,lihat banyak datang bukti tidak kerasan verbal laku
4780,,0,-1,biasa henti sementara non kayak gubernur atut gubernur gatot pujo
4781,,-1,0,kata djemat tuhan emang orang ahokdjarot sarap
4782,,-1,0,habib zina kasus
4783,,-1,1,ntar keluar buku bangga dakwa seperti buku bangga anak pki buku ribka tj
4784,,0,-1,saksi ahli bahasa satak nista pidato
4785,,-1,1,angket ahokdjarot gate pintu masuk bongkar bohong besar dpr r tetap hati kriminalisasi kawal wakil kita maju
4786,,-1,0,paham tidak
4787,,0,-1,pikir kamu lebih jernih asli
4788,,-1,1,dpr makin tunjuk tidak peduli kinerja sendiri tunggak ruu masih bejibun malah angkat ahokdjarot gate cuma receh
4789,,-1,0,saya balik tanya apa tuan waka dpr yth tentang demikian hbt istimewa ahokdjarot
4790,,-1,0,ahokdjarot gate adalah upaya politik teman seberang menghadang langkah pilkada mereka masih ber
4791,,1,-1,arti benar tidak salah apalagi nista jangan mau bodoh pakai surat al maidah bukti papua apa
4792,,0,1,bapak kurus ya
4793,,0,-1,hidup bikin banyak orang emosional kenapa ya
4794,,-1,0,timbang komentar dapat paslon lain sperti sedng cemooh diri sendiri
4795,,0,1,saya mau t sm bapak gubernur mobdin sudah kandangin belum bapak
4796,,0,-1,bapak saya barusan lwt kapuk jagal babi masih bnyk gbr paslon spt baru sj tempel tiang listrik panjang jalan
4797,,1,0,lama bulan jakarta tanpa aman tentram tidak bising tidak gusur bahkan banjir nyaris tidak fakta
4798,,-1,1,mulai tahu sudah siapa tidak suka bapak aktif kembali gubernur
4799,,0,-1,lebih jantan kamu tunggu dmna
4800,,1,0,rame balai kota
4801,,0,1,agussylvi agussylvi belum tentu agenda usai coblos
4802,,0,-1,kami orang katolik tidak butuh gereja digedein fitnah terus protestan bikin
4803,,-1,0,rizhina pancasila
4804,,0,1,kagum mesir
4805,,0,-1,perlu mnt ttd bulan skalian pemerintah lawan pemerintah aneh takut amat sm bapak
4806,,-1,0,biasa mulai banyak buat tuduh bapak kuning jabar jkt
4807,,-1,0,lupa asal usul contoh cina mualaf lupa asal usul kira muslim maka ubah arab
4808,,-1,0,saat kalian saat nanti rakyat zolimi kalian
4809,,1,0,kalijodo sekarang sudah ubah fungsi tempat selfie
4810,,-1,0,sombongers
4811,,1,0,saya biasa dengar enak telinga dengar orang sebut bapak ahokdjarot bapak basuki
4812,,-1,0,kenapa tidak tidur lama abang lihat atas
4813,,1,0,tulis sangat tarik jernih luar biasa prof
4814,,1,-1,iman kasat mata tidak tampak gejala dpt lihat rasa tentu oleh orang iman
4815,,0,1,bapak mohon segera ambil putus soal gubernur dki saya cinta bapak jangan sampai makzul bp presiden
4816,,-1,1,sampai begitu tidak pingin bgt bapak gubernur kenapa ya penasaran
4817,,-1,0,jakarta am coming buat nusuk bapak jangan kabur bapak tetap tempat be be be
4818,,-1,0,kerja pks tidak pernah penting rakyat banyak kecuali penting politik
4819,,1,0,langsung kembali balai kota totalitas
4820,,-1,0,demokraaaaatttt paslon ya apakah suai arah bapak
4821,,-1,0,anggar manfaat birokrasi penting pilkada
4822,,0,1,dinsos tidak ahokdjarot mereka kerja bagus
4823,,1,-1,umrah masuk neraka antar anak nyata beda
4824,,-1,0,utama wna dulu baru wni reklamasi warga asing
4825,,-1,0,bahahha kenapa baik apa tidak polisi kasih surat kelakua baik bhahahahah
4826,,1,0,beda gubernur asli dng calon gubernur
4827,,-1,0,tidak salah ribu orang hari kena narkoba abis jakarta kota zombie waktu tiga minggu
4828,,-1,0,ya kriminal iya adil sosial jelas bukan
4829,,1,0,saya mau bapak nyapres at least nyawapres
4830,,1,0,bukan gubernur nasib kota entah bagaimana
4831,,1,-1,kuasa tuhan tidak kalah oleh kuasa jahat manusia
4832,,1,-1,tenang bapak ahokdjarot mereka ribut protes cuma beberapa hari setelah tenang sendiri tidak usah pikir mr x
4833,,0,-1,nama investasi tidak investasi tidak duid masuk mo ngebangun pakai apa
4834,,0,1,ahokdjarot berterimakasih jakarta tidak banjir
4835,,1,0,saya
4836,,0,-1,omong jika kalimat bohong pakai kalian cari benar jika cuma bohong
4837,,-1,0,air nye salah mah ya ya be
4838,,1,0,masih pemimpin sprti penting publik prioritas atas penting pribadi sd
4839,,1,0,masih ingat kenang saya bangga
4840,,-1,0,saya tuju bilang konstitusi atas kitab suci tidak konsiten terap konstitusi tidak
4841,,0,-1,kata pasti msk surga dpt rmh dpt makan
4842,,-1,0,dear bp mohon kembal kami sbg pejal seperti tuang pasal ayat llaj
4843,,1,0,gua
4844,,-1,1,mangga drpd tengkar tidak jelas mending kerja rakyat rakyat tahu siapa kerja
4845,,0,-1,ya gubrnur mana bsa kali saya bsa
4846,,1,-1,serah hasil survei mau bilang apa asal bukan agussylvi menang
4847,,0,1,ya iya masa tiga coblos ni bikin tagar pasti kita pilih satu
4848,,0,1,calon gubernur dki jakarta ahokdjarot sinyalir laku kampanye tanpa izin
4849,,-1,0,tidak tau paham konstitusi pancasila dia tidak tau y pancasila sila pertama apa
4850,,0,-1,iklan sudah china
4851,,-1,0,jon jon tagar yoi kesan bapak jajar ulama elu jon
4852,,-1,0,bukti kasus rupa mufakat jahat politis bukan murni maksud cerdas umat pilih suai agama
4853,,-1,0,dukung partai islam hadap cagub non muslim sah sk berlaku kecuali ahokdjarot
4854,,1,0,bapak ahokdjarot nanti pake jubir aj tidak usah byk ngmg urus bicara kasih bapak ahokdjarot or jubir aj bapak ahokdjarot fokus kerja
4855,,1,-1,cuma kayak gin
4856,,0,-1,bantu tidak dede nangis kejer minta ketemu bapak ahokdjarot
4857,,0,1,tidak mau pecah tetap satu indonesia
4858,,-1,0,makan pakai tang makan tang eleeuuuhh dosen pikun bapak
4859,,0,1,hormat pilih orang beda
4860,,-1,0,tito jangan kasih flu burung mereka anggota kita
4861,,0,-1,mama kita buat wabah hutan tomy pasuk jatuh sakit
4862,,-1,0,om banjir om
4863,,-1,0,rip please stop kampanye politik cuma
4864,,-1,0,bicara konstitusi pi sering langgar konstitusi
4865,,-1,0,iming iming pemilih aniessandi aniessandi
4866,,-1,1,suka tidak suka terima atau tidak semua sudah buat rkyt nkri skr bedak tulus munafik
4867,,-1,0,langgar konstitusi tidak memberhentikan sudah biasa lama anggota dpr masih tdr konsti
4868,,-1,0,tuan presiden meneer governor saudara leluhur sandang dana ingin jajah indonesia
4869,,-1,0,sidang hari dengar padu suara saksi ahli hujat ahli fitnah ahli putar balik fakta mu silah liput
4870,,0,1,mama luar biasa punya paspamres satu ahokdjarot
4871,,-1,0,organisasi nama ahokdjarot mereka bangun usaha kriminal parah tau bungkam
4872,,1,0,kami warga bekas rwalumbu slalu mndukungmu
4873,,0,1,dengar keluh warga bapak ahokdjarot ganti bapak ahokdjarot
4874,,1,-1,bukan gitu bapak basuki tidak ajak main mata
4875,,-1,0,nonaktif bukan status dakwa lbh penting mereka tahana rawan manfaat birokrasi
4876,,-1,0,ahokdjarot bukan banjir genang saya genang jalan lubang genang rumah warga bapak ibu
4877,,-1,0,tahana tidak non aktif dia potensi menyalahgunakan birokrasi
4878,,-1,0,ingat saya tahana harus lepas jabat gubernur wagub tidak non aktif
4879,,-1,0,inti telah diskriminasi duluan jabat publik oleh orang bawa agama
4880,,-1,1,qlue bangga sampai ngancam segala ternyataaa
4881,,-1,0,pakde mohon segera henti sementara om sbg gubernur
4882,,1,0,siippp
4883,,-1,0,kacang lupa kulit tidak salah arti harafiah bhs indo tidak tauu diriiii ya mbahbima
4884,,-1,1,takut kami bila bapak tidak jabat apakah nanti ganti seperti beliau kami sangat khawatir sekal
4885,,-1,0,arti keluar sudah lebih besar masuk besar pasak drpd tiang manajemen gaya apa
4886,,1,-1,saya prihatin apa skrng apa telah timpa bapak sangat prihatin
4887,,1,0,benak kami kami sangat takut bila bapak n bapak swaktu tidak jabat tanya klasik siapa bela kami nanti
4888,,0,-1,trkadang bnyk orang sudah skit jiwa sehingga sulit pikir jernih objektif kognisi rendah
4889,,-1,0,siapa mggunakn agama untk politik bw surat almaidah kep ribu siapa
4890,,0,-1,kada kamu sebut tidak nama imunitas hukum jamin spt dubes asing
4891,,-1,1,sirik tanda tidak mampu bapak is best
4892,,1,-1,bknnya terima kasih ahokdjarot sudah resin jakarta malah bilang bodoh ngaca ommmm
4893,,-1,1,kriminalisasi buta benar
4894,,-1,0,nicholay aprilindo apa laku konteks sudah luar program kerja ikan kerapu p s
4895,,-1,1,hasil kerja rintik sudah banjir
4896,,-1,0,atur panwaslu kpu seluruh paslon tidak boleh mnemui warga ms tnang kecuali tahana cukup adil
4897,,-1,0,banjirrrr banjirrrr banjirrrr banjirrrrr
4898,,-1,0,banjirrrrr banjirrrrr banjirrrrr banjirrrrrr
4899,,0,1,satak tetap gubernur meski status saat sbg dakwa nista agama
4900,,0,1,usai cuti kampanye kembali aktif gubernur dki jakarta
4901,,1,0,fakta byk prempuan mrsa bangga samping bapak hanya fitnah blg kerasan prempuan
4902,,1,0,selamat datang kembali bapak
4903,,0,-1,acara tolak saksi ahli agama suma anggap tidak objektif
4904,,-1,1,semoga lekas diadzab mereka
4905,,0,1,lapor keluh warga terima ahokdjarot
4906,,-1,0,hellooow bukan soal tafsir klien hina islam selesai
4907,,1,0,kami kerja warga bukan warga ya buat siapa
4908,,-1,0,pakek sangkut demo bapak presiden iciiiin aget
4909,,1,0,kota lain ind banjir dki sudah tidak banjir
4910,,1,0,saldo dana kampanye besar masuk kas negara mantap bapak abang
4911,,1,-1,muslim pilih ahokdjarot iman halal
4912,,0,-1,alah kl asal usul maling bagaimana
4913,,0,-1,berkas lengkap sudah masuk tv des sampai sekarang belum keluar imb rakyat kecil urus sendiri susah bapak
4914,,0,-1,setujuuu duit sumbang buat paslon bukan buat kpu ato negara
